Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,SalePrice,Lot Shape_ord,Exter Qual_ord,Exter Cond_ord,Bsmt Qual_ord,Bsmt Cond_ord,Bsmt Exposure_ord,BsmtFin Type 1_ord,BsmtFin Type 2_ord,Heating QC_ord,Pool QC_ord,Kitchen Qual_ord,Functional_ord,Fireplace Qu_ord,Garage Qual_ord,Garage Cond_ord,Fence_ord,1st Flr SF + 2nd Flr SF,Lot Area_sqrt,Gr Liv Area_sqrt,1st Flr SF_sqrt,2nd Flr SF_sqrt,Mas Vnr Area_sqrt,Total Bsmt SF_sqrt,Garage Area_sqrt
1933,20,RL,60.0,10950,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,TA,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Feature,Detchd,1952.0,Unf,2.0,410.0,TA,TA,N,0,48,0,0,0,0,No Feature,No Feature,No Feature,0,125000.0,4,3,3,3,3,1,5,1,3,0,3,8,0,3,3,0,948,104.64224768228175,30.789608636681304,30.789608636681304,0.0,0.0,30.789608636681304,20.248456731316587
820,20,RL,79.0,10637,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288.0,Unf,0.0,417.0,1705.0,GasA,Ex,Y,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,826.0,TA,TA,Y,208,44,0,0,0,0,No Feature,No Feature,No Feature,0,297000.0,4,4,3,5,3,4,6,1,5,0,4,8,4,3,3,0,1718,103.13583276436954,41.44876355212541,41.44876355212541,0.0,18.33030277982336,41.291645644125154,28.74021572639983
675,20,RL,80.0,9000,Pave,No Feature,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,TA,TA,CBlock,Gd,TA,Gd,Unf,0.0,Unf,0.0,160.0,160.0,GasA,Fa,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Basment,1958.0,RFn,1.0,384.0,TA,TA,Y,0,28,64,0,0,0,No Feature,No Feature,No Feature,0,113500.0,3,3,3,4,3,4,1,1,2,0,3,8,4,3,3,0,1142,94.86832980505137,33.793490497431605,33.793490497431605,0.0,9.055385138137417,12.649110640673518,19.595917942265423
2910,160,RM,41.0,2665,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,548.0,Rec,173.0,36.0,757.0,GasA,Ex,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,1.0,336.0,TA,TA,Y,104,26,0,0,0,0,No Feature,No Feature,No Feature,0,127000.0,4,3,3,3,3,1,5,3,5,0,3,8,3,3,3,0,1475,51.62363799656123,38.40572873934304,30.4138126514911,23.45207879911715,0.0,27.51363298439521,18.33030277982336
21,20,RL,105.0,11751,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705.0,Unf,0.0,1139.0,1844.0,GasA,Ex,Y,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2.0,546.0,TA,TA,Y,0,122,0,0,0,0,No Feature,MnPrv,No Feature,0,190000.0,3,3,3,4,3,1,4,1,5,0,3,8,3,3,3,3,1844,108.4020295012967,42.941821107167776,42.941821107167776,0.0,21.908902300206645,42.941821107167776,23.366642891095847
1873,20,RL,80.0,9600,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916.0,Unf,0.0,326.0,1242.0,GasA,Fa,Y,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,175500.0,4,3,3,3,3,1,5,1,2,0,3,8,3,3,3,0,1242,97.97958971132712,35.24202037341219,35.24202037341219,0.0,17.88854381999832,35.24202037341219,22.978250586152114
2125,20,RL,60.0,8428,Pave,No Feature,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,GLQ,420.0,Unf,0.0,570.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Feature,Detchd,1995.0,Unf,1.0,384.0,TA,TA,Y,256,0,0,0,0,0,No Feature,No Feature,No Feature,0,146000.0,2,3,4,4,4,1,6,1,5,0,3,8,0,3,3,0,990,91.804139340228,31.464265445104548,31.464265445104548,0.0,0.0,31.464265445104548,19.595917942265423
1489,20,RL,75.0,9937,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,Gd,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,TA,6,Typ,0,No Feature,Attchd,1965.0,Fin,1.0,276.0,TA,TA,Y,736,68,0,0,0,0,No Feature,No Feature,No Feature,0,147500.0,4,4,3,3,3,1,4,2,4,0,3,8,0,3,3,0,1256,99.68450230602548,35.4400902933387,35.4400902933387,0.0,0.0,35.4400902933387,16.61324772583615
2383,20,RL,107.0,13891,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No Feature,0.0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386.0,Unf,0.0,690.0,2076.0,GasA,Ex,Y,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,850.0,TA,TA,Y,216,229,0,0,0,0,No Feature,No Feature,No Feature,0,465000.0,4,5,3,5,4,4,6,1,5,0,5,8,4,3,3,0,2076,117.86008654332475,45.56314299957807,45.56314299957807,0.0,0.0,45.56314299957807,29.154759474226502
983,85,RL,0.0,9101,Pave,No Feature,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097.0,Unf,0.0,0.0,1097.0,GasA,Ex,Y,SBrkr,1110,0,0,1110,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,602.0,TA,TA,Y,303,30,0,0,0,0,No Feature,No Feature,No Feature,0,165500.0,3,3,4,4,3,3,6,1,5,0,4,8,3,3,3,0,1110,95.39916142189091,33.31666249791537,33.31666249791537,0.0,10.198039027185569,33.12099032335839,24.535688292770594
1325,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1050.0,1050.0,GasA,Ex,N,FuseF,1050,745,0,1795,0.0,0.0,2,0,4,1,TA,7,Typ,0,No Feature,Attchd,1954.0,Unf,1.0,352.0,Fa,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,131500.0,4,3,3,3,3,1,1,1,5,0,3,8,0,2,3,0,1795,110.22703842524301,42.36744032862972,32.4037034920393,27.294688127912362,18.303005217723125,32.4037034920393,18.76166303929372
1378,20,RL,70.0,11200,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Feature,Detchd,1965.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,129500.0,4,3,3,3,3,1,3,1,5,0,3,8,0,3,3,0,1040,105.83005244258362,32.2490309931942,32.2490309931942,0.0,0.0,32.2490309931942,19.595917942265423
1537,70,RL,100.0,9670,Pave,No Feature,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,0.0,398.0,608.0,GasA,TA,Y,SBrkr,983,890,0,1873,0.0,0.0,1,1,4,1,TA,9,Typ,2,Gd,Detchd,1935.0,Fin,2.0,786.0,Fa,TA,Y,0,0,207,0,0,0,No Feature,No Feature,No Feature,0,257076.0,3,3,3,3,2,1,2,1,3,0,3,8,4,2,3,0,1873,98.33615815151617,43.278170016764804,31.352830813181765,29.832867780352597,6.324555320336759,24.657656011875904,28.035691537752374
905,50,RL,60.0,10998,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,BLQ,420.0,156.0,984.0,GasA,Ex,Y,SBrkr,984,620,0,1604,0.0,0.0,2,0,3,1,TA,6,Min2,0,No Feature,Detchd,1977.0,Unf,2.0,660.0,TA,TA,Y,0,68,0,0,0,0,No Feature,No Feature,No Feature,0,117000.0,4,3,3,3,3,1,2,4,5,0,3,6,0,3,3,0,1604,104.8713497576912,40.049968789001575,31.368774282716245,24.899799195977465,0.0,31.368774282716245,25.69046515733026
1532,70,RL,60.0,7200,Pave,No Feature,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,TA,Y,SBrkr,851,651,0,1502,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1.0,270.0,TA,TA,P,0,0,112,0,0,0,No Feature,MnPrv,No Feature,0,149000.0,4,3,2,4,3,1,1,1,3,0,3,8,4,3,3,3,1502,84.8528137423857,38.7556447501522,29.171904291629644,25.514701644346147,0.0,27.85677655436824,16.431676725154983
132,20,RL,80.0,9920,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354.0,LwQ,290.0,412.0,1056.0,GasA,TA,Y,SBrkr,1063,0,0,1063,1.0,0.0,1,0,3,1,TA,6,Typ,0,No Feature,Attchd,1954.0,RFn,1.0,280.0,TA,TA,Y,0,0,164,0,0,0,No Feature,MnPrv,No Feature,0,128000.0,4,3,3,3,3,1,3,2,3,0,3,8,0,3,3,3,1063,99.59919678390986,32.60368077380221,32.60368077380221,0.0,10.488088481701515,32.49615361854384,16.73320053068151
1078,160,RL,36.0,2448,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,No Feature,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,No Feature,No Feature,No Feature,0,155000.0,4,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1626,49.47726750741192,40.32369030731191,27.640549922170507,29.359836511806396,10.295630140987,27.640549922170507,21.77154105707724
2511,160,FV,0.0,2998,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,403.0,756.0,GasA,Ex,Y,SBrkr,768,756,0,1524,0.0,0.0,2,1,2,1,Gd,4,Typ,0,No Feature,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,No Feature,No Feature,No Feature,0,166000.0,4,4,3,4,3,1,6,1,5,0,4,8,0,3,3,0,1524,54.75399528801528,39.03844259188627,27.712812921102035,27.49545416973504,22.64950330581225,27.49545416973504,20.97617696340303
912,50,RL,65.0,7804,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,500.0,1122.0,GasA,TA,Y,SBrkr,1328,653,0,1981,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,431,44,0,0,0,0,No Feature,MnPrv,No Feature,0,135000.0,4,3,3,3,3,1,4,1,3,0,4,6,3,3,3,3,1981,88.34025130143111,44.50842616853577,36.4417343165772,25.553864678361276,0.0,33.49626844888845,24.0
2351,60,RL,80.0,16692,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790.0,LwQ,469.0,133.0,1392.0,GasA,TA,Y,SBrkr,1392,1392,0,2784,1.0,0.0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,1978.0,RFn,2.0,564.0,TA,TA,Y,0,112,0,0,440,519,Fa,MnPrv,TenC,2000,250000.0,3,3,3,4,3,1,4,2,3,1,4,8,3,3,3,3,2784,129.1975231960737,52.76362383309168,37.30951621235526,37.30951621235526,13.564659966250536,37.30951621235526,23.748684174075834
330,160,RM,21.0,1476,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,No Feature,No Feature,0.0,No Feature,0.0,0.0,No Feature,No Feature,Y,200,26,0,0,0,0,No Feature,No Feature,No Feature,0,76000.0,4,3,3,3,3,1,6,1,5,0,3,8,0,0,0,0,1092,38.41874542459709,33.04542328371661,23.366642891095847,23.366642891095847,0.0,23.366642891095847,0.0
2586,20,RL,75.0,10170,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,0,1575,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,155000.0,4,3,3,3,3,1,1,1,3,0,4,8,4,3,3,0,1575,100.84641788382967,39.68626966596886,39.68626966596886,0.0,22.847319317591726,14.696938456699069,20.0
224,60,RL,80.0,9364,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,663.0,GasA,TA,Y,SBrkr,663,689,0,1352,0.0,0.0,1,1,4,1,TA,7,Typ,0,No Feature,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,379,36,0,0,0,0,No Feature,MnPrv,No Feature,0,158000.0,4,3,3,3,3,1,5,1,3,0,3,8,0,3,3,3,1352,96.76776322722355,36.76955262170047,25.748786379167466,26.248809496813376,11.958260743101398,25.748786379167466,17.291616465790582
98,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,42.0,190.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,0,No Feature,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,No Feature,No Feature,No Feature,0,149500.0,4,4,3,4,3,1,6,5,5,0,4,8,0,3,3,0,1200,50.438080851673966,34.64101615137755,24.49489742783178,24.49489742783178,0.0,24.49489742783178,21.908902300206645
2565,20,RL,82.0,9888,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,Y,FuseA,936,0,0,936,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Feature,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,160,0,0,0,No Feature,MnPrv,No Feature,0,121000.0,4,3,4,3,3,1,4,1,3,0,3,8,0,3,3,3,936,99.43842315724842,30.59411708155671,30.59411708155671,0.0,0.0,30.59411708155671,15.491933384829668
1934,20,RL,68.0,7942,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,ALQ,955.0,0.0,1040.0,GasA,TA,Y,FuseF,1040,0,0,1040,0.0,1.0,1,0,3,1,TA,6,Typ,0,No Feature,Attchd,1953.0,Fin,1.0,293.0,TA,TA,Y,0,0,0,0,0,0,No Feature,MnPrv,No Feature,0,136000.0,4,3,3,3,3,1,3,5,3,0,3,8,0,3,3,3,1040,89.11789943664516,32.2490309931942,32.2490309931942,0.0,0.0,32.2490309931942,17.11724276862369
997,60,RL,0.0,15038,Pave,No Feature,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,0.0,778.0,916.0,GasA,Gd,Y,SBrkr,916,720,0,1636,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,386.0,TA,TA,Y,168,84,0,0,0,0,No Feature,No Feature,No Feature,0,173000.0,2,3,3,4,3,1,3,1,4,0,3,8,3,3,3,0,1636,122.62952336203546,40.44749683231337,30.265491900843113,26.832815729997478,0.0,30.265491900843113,19.6468827043885
64,60,RL,92.0,11764,Pave,No Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,No Feature,No Feature,No Feature,0,290000.0,3,4,3,4,3,1,6,1,5,0,4,8,4,3,3,0,2270,108.46197490364999,47.644516998286385,34.11744421846396,33.25657829663178,18.65475810617763,33.94112549695428,25.903667693977237
1799,60,FV,75.0,9000,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,550.0,TA,TA,Y,208,364,0,0,0,0,No Feature,No Feature,No Feature,0,303477.0,4,4,3,4,3,3,6,1,5,0,5,8,4,3,3,0,2610,94.86832980505137,51.088159097779204,34.40930106817051,37.76241517699841,0.0,34.40930106817051,23.45207879911715
230,20,RL,0.0,20062,Pave,No Feature,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,0.0,328.0,1420.0,GasA,Gd,Y,SBrkr,1483,0,0,1483,1.0,0.0,1,1,1,1,TA,4,Typ,2,TA,Attchd,1977.0,RFn,2.0,690.0,TA,TA,Y,496,0,0,0,0,0,No Feature,No Feature,No Feature,0,270000.0,3,4,4,4,3,4,5,1,4,0,3,8,3,3,3,0,1483,141.6403897198818,38.50973902793941,38.50973902793941,0.0,0.0,37.68288736283355,26.267851073127396
1295,50,RM,81.0,7308,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,0.0,576.0,936.0,GasA,Gd,N,FuseA,960,780,0,1740,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920.0,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,0,0,No Feature,No Feature,No Feature,0,122250.0,4,2,2,3,3,1,3,1,4,0,5,8,4,2,2,0,1740,85.48684109265004,41.71330722922842,30.983866769659336,27.92848008753788,0.0,30.59411708155671,15.0
638,20,RL,70.0,8750,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,483.0,727.0,1382.0,GasA,Gd,Y,FuseA,1382,0,0,1382,0.0,1.0,1,0,3,1,Gd,6,Typ,0,No Feature,Attchd,1955.0,Unf,1.0,350.0,TA,TA,Y,280,0,0,0,0,0,No Feature,GdWo,No Feature,0,153000.0,4,3,3,3,3,1,3,2,4,0,4,8,0,3,3,2,1382,93.54143466934853,37.17526059088221,37.17526059088221,0.0,0.0,37.17526059088221,18.708286933869708
2278,20,RL,70.0,8402,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206.0,Unf,0.0,914.0,1120.0,GasA,Ex,Y,SBrkr,1120,0,0,1120,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Feature,No Feature,0.0,No Feature,0.0,0.0,No Feature,No Feature,Y,0,30,0,0,0,0,No Feature,No Feature,No Feature,0,147000.0,4,3,3,4,3,1,5,1,5,0,3,8,0,0,0,0,1120,91.6624241442479,33.46640106136302,33.46640106136302,0.0,0.0,33.46640106136302,0.0
2202,70,RL,63.0,4000,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,246.0,Unf,0.0,285.0,531.0,GasA,TA,Y,SBrkr,567,531,0,1098,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1930.0,Unf,1.0,216.0,TA,TA,Y,0,0,0,0,0,0,No Feature,MnPrv,No Feature,0,148500.0,4,3,3,4,3,1,6,1,3,0,3,8,4,3,3,3,1098,63.245553203367585,33.13608305156178,23.811761799581316,23.043437243605826,0.0,23.043437243605826,14.696938456699069
2833,160,RM,32.0,3363,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,976.0,GasA,Ex,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No Feature,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,No Feature,No Feature,No Feature,0,130000.0,4,4,3,4,3,1,1,1,5,0,4,4,0,3,3,0,1708,57.99137866959192,41.32795663954365,31.240998703626616,27.055498516937366,10.816653826391969,31.240998703626616,19.493588689617926
1707,20,RL,94.0,13615,Pave,No Feature,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,1802,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,0,No Feature,No Feature,No Feature,0,372000.0,3,5,3,5,3,4,1,1,5,0,5,8,4,3,3,0,1802,116.68333214302719,42.44997055358225,42.44997055358225,0.0,22.58317958127243,42.44997055358225,29.03446228191595
